insertId,labels.execution_id,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.resource,protoPayload.authorizationInfo.resourceAttributes,protoPayload.methodName,protoPayload.request.@type,protoPayload.request.function.availableMemoryMb,protoPayload.request.function.entryPoint,protoPayload.request.function.httpsTrigger,protoPayload.request.function.ingressSettings,"protoPayload.request.function.labels.""deployment-tool""",protoPayload.request.function.name,protoPayload.request.function.runtime,protoPayload.request.function.serviceAccountEmail,protoPayload.request.function.sourceUploadUrl,protoPayload.request.function.timeout,protoPayload.request.updateMask,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes.auth,protoPayload.requestMetadata.requestAttributes.time,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
000001-f4a0d1a8-182d-410a-ae95-1db5655dfe77,x7506g3n03z1,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:40:26.141806761Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,using cache,2020-12-02T22:40:15.456Z,projects/cc-mapreduce/traces/e7df2f9d8fac8c62c343cc030c35035a
000000-1ed71e1c-0edb-4111-8536-87504d5f609e,x7506g3n03z1,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:40:26.141806761Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,inside sent word function,2020-12-02T22:40:15.456Z,projects/cc-mapreduce/traces/e7df2f9d8fac8c62c343cc030c35035a
000000-a3915cc4-56e6-45a3-8217-ca6845f3d7e4,x7506g3n03z1,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:40:26.141806761Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:40:15.452870348Z,projects/cc-mapreduce/traces/e7df2f9d8fac8c62c343cc030c35035a
000000-f333a00b-e7db-4057-8aed-1ec24e4c5c86,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:40:04.138236052Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 10838 ms, finished with status code: 200",2020-12-02T22:39:53.058422435Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000000-fbfea17b-cc9d-44b6-8e0c-715c681b3436,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:40:04.138236052Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,response from histogram iVBORw0KGgoAAAANSUhEUgAAAoAAAAHgCAYAAAA10dzkAAAAOXRFWHRTb2Z0d2FyZQBNYXRwbG90bGliIHZlcnNpb24zLjMuMywgaHR0cHM6Ly9tYXRwbG90bGliLm9yZy/Il7ecAAAACXBIWXMAAA9hAAAPYQGoP6dpAAAwiElEQVR4nO3deXRUZZ6H8W8lkA0ICNkxEEBladmRTGBQGzIE5CCMtjLASETEBhNBozYdW4KgElpk6RkRBAWcURtaW0SFYYsEFCIgEAWFCBgWJQmbEAiSQPLOHx6qu0xYhbpQ7/M5p86h7lL1q3uK8HCrKuUyxhgBAADAGn5ODwAAAADvIgABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAyxCAAAAAliEAAQAALEMAAgAAWIYABAAAsAwBCAAAYBkCEAAAwDIEIAAAgGUIQAAAAMsQgAAAAJYhAAEAACxDAAIAAFiGAAQAALAMAQgAAGAZAhAAAMAyBCAAAIBlCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAyxCAAAAAliEAAQAALEMAAgAAWIYABAAAsAwBCAAAYBkCEAAAwDIEIAAAgGUIQAAAAMsQgAAAAJYhAAEAACxDAAIAAFiGAAQAALAMAQgAAGAZAhAAAMAyBCAAAIBlCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAy1RzeoDrWUVFhfbv369atWrJ5XI5PQ4AALgIxhgdP35cMTEx8vOz81wYAfgr7N+/X7GxsU6PAQAALsO+fft04403Oj2GIwjAX6FWrVqSfn4ChYaGOjwNAAC4GMXFxYqNjXX/O24jAvBXOPuyb2hoKAEIAMB1xua3b9n5wjcAAIDFCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAy/hMAK5evVq9e/dWTEyMXC6XPvjggwvuk52drXbt2ikwMFA33XST5s6de9XnBAAAcJrPBGBJSYlat26tadOmXdT2+fn56tWrl377298qNzdXjz/+uB5++GEtXbr0Kk8KAADgrGpOD3Cl9OzZUz179rzo7WfMmKFGjRpp0qRJkqTmzZvrs88+05QpU5SUlHS1xgQAAHCcz5wBvFQ5OTlKTEz0WJaUlKScnJxz7lNaWqri4mKPCwAAwPXGZ84AXqrCwkJFRkZ6LIuMjFRxcbF++uknBQcHV9onMzNTY8eO9daIivvjIo/ruyf08tp9X4xfziddezM6ieMDAJfmWv93z5dYewbwcqSnp+vYsWPuy759+5weCQAA4JJZewYwKipKRUVFHsuKiooUGhpa5dk/SQoMDFRgYKA3xgMAALhqrD0DmJCQoKysLI9ly5cvV0JCgkMTAQAAeIfPBOCJEyeUm5ur3NxcST//mpfc3Fzt3btX0s8v3w4aNMi9/bBhw/Tdd9/pD3/4g7Zv365XX31Vf/vb3/TEE084MT4AAIDX+EwAfvHFF2rbtq3atm0rSUpLS1Pbtm2VkZEhSSooKHDHoCQ1atRIixYt0vLly9W6dWtNmjRJr7/+Or8CBgAA+DyfeQ/gnXfeKWPMOddX9S0fd955pzZv3nwVpwIAALj2+MwZQAAAAFwcAhAAAMAyBCAAAIBlCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAyxCAAAAAliEAAQAALEMAAgAAWIYABAAAsAwBCAAAYBkCEAAAwDIEIAAAgGUIQAAAAMsQgAAAAJYhAAEAACxDAAIAAFiGAAQAALAMAQgAAGAZAhAAAMAyBCAAAIBlCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAyxCAAAAAliEAAQAALEMAAgAAWIYABAAAsAwBCAAAYBkCEAAAwDIEIAAAgGUIQAAAAMsQgAAAAJYhAAEAACxDAAIAAFiGAAQAALAMAQgAAGAZAhAAAMAyBCAAAIBlCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZXwqAKdNm6a4uDgFBQUpPj5e69evP+/2U6dOVdOmTRUcHKzY2Fg98cQTOnXqlJemBQAAcIbPBOD8+fOVlpamMWPGaNOmTWrdurWSkpJ04MCBKrd/55139Mc//lFjxozRtm3b9MYbb2j+/Pl65plnvDw5AACAd/lMAE6ePFlDhw7V4MGD1aJFC82YMUMhISGaPXt2lduvXbtWnTt31oABAxQXF6fu3burf//+FzxrCAAAcL3ziQAsKyvTxo0blZiY6F7m5+enxMRE5eTkVLlPp06dtHHjRnfwfffdd1q8eLHuuusur8wMAADglGpOD3AlHDp0SOXl5YqMjPRYHhkZqe3bt1e5z4ABA3To0CH967/+q4wxOnPmjIYNG3bel4BLS0tVWlrqvl5cXHxlHgAAAIAX+cQZwMuRnZ2t8ePH69VXX9WmTZv0/vvva9GiRXr++efPuU9mZqZq167tvsTGxnpxYgAAgCvDJ84AhoWFyd/fX0VFRR7Li4qKFBUVVeU+o0eP1gMPPKCHH35YktSyZUuVlJTokUce0Z/+9Cf5+VVu4/T0dKWlpbmvFxcXE4EAAOC64xNnAAMCAtS+fXtlZWW5l1VUVCgrK0sJCQlV7nPy5MlKkefv7y9JMsZUuU9gYKBCQ0M9LgAAANcbnzgDKElpaWlKTk5Whw4d1LFjR02dOlUlJSUaPHiwJGnQoEGqX7++MjMzJUm9e/fW5MmT1bZtW8XHx2vnzp0aPXq0evfu7Q5BAAAAX+QzAdivXz8dPHhQGRkZKiwsVJs2bbRkyRL3B0P27t3rccbv2Weflcvl0rPPPqsffvhB4eHh6t27t1588UWnHgIAAIBX+EwASlJqaqpSU1OrXJedne1xvVq1ahozZozGjBnjhckAAACuHT7xHkAAAABcPAIQAADAMgQgAACAZQhAAAAAyxCAAAAAliEAAQAALEMAAgAAWIYABAAAsAwBCAAAYBkCEAAAwDIEIAAAgGUIQAAAAMsQgAAAAJYhAAEAACxDAAIAAFiGAAQAALAMAQgAAGAZAhAAAMAyBCAAAIBlCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAyxCAAAAAliEAAQAALEMAAgAAWIYABAAAsAwBCAAAYBkCEAAAwDIEIAAAgGUIQAAAAMsQgAAAAJYhAAEAACxDAAIAAFiGAAQAALAMAQgAAGAZAhAAAMAyBCAAAIBlCEAAAADLEIAAAACWIQABAAAsQwACAABYhgAEAACwDAEIAABgGQIQAADAMgQgAACAZQhAAAAAyxCAAAAAliEAAQAALEMAAgAAWIYABAAAsAwBCAAAYBkCEAAAwDIEIAAAgGUIQAAAAMv4VABOmzZNcXFxCgoKUnx8vNavX3/e7Y8ePaqUlBRFR0crMDBQt9xyixYvXuylaQEAAJxRzekBrpT58+crLS1NM2bMUHx8vKZOnaqkpCTl5eUpIiKi0vZlZWX6t3/7N0VEROi9995T/fr1tWfPHtWpU8f7wwMAAHiRzwTg5MmTNXToUA0ePFiSNGPGDC1atEizZ8/WH//4x0rbz549W0eOHNHatWtVvXp1SVJcXJw3RwYAAHCET7wEXFZWpo0bNyoxMdG9zM/PT4mJicrJyalynw8//FAJCQlKSUlRZGSkbr31Vo0fP17l5eXnvJ/S0lIVFxd7XAAAAK43PhGAhw4dUnl5uSIjIz2WR0ZGqrCwsMp9vvvuO7333nsqLy/X4sWLNXr0aE2aNEkvvPDCOe8nMzNTtWvXdl9iY2Ov6OMAAADwBp8IwMtRUVGhiIgIzZw5U+3bt1e/fv30pz/9STNmzDjnPunp6Tp27Jj7sm/fPi9ODAAAcGX4xHsAw8LC5O/vr6KiIo/lRUVFioqKqnKf6OhoVa9eXf7+/u5lzZs3V2FhocrKyhQQEFBpn8DAQAUGBl7Z4QEAALzMJ84ABgQEqH379srKynIvq6ioUFZWlhISEqrcp3Pnztq5c6cqKircy7799ltFR0dXGX8AAAC+wicCUJLS0tI0a9Ysvfnmm9q2bZuGDx+ukpIS96eCBw0apPT0dPf2w4cP15EjRzRy5Eh9++23WrRokcaPH6+UlBSnHgIAAIBX+MRLwJLUr18/HTx4UBkZGSosLFSbNm20ZMkS9wdD9u7dKz+/f/RubGysli5dqieeeEKtWrVS/fr1NXLkSI0aNcqphwAAAOAVPhOAkpSamqrU1NQq12VnZ1dalpCQoM8///wqTwUAAHBt8ZmXgAEAAHBxCEAAAADLOBqAXbt21dGjRystLy4uVteuXb0/EAAAgAUcDcDs7GyVlZVVWn7q1Cl9+umnDkwEAADg+xz5EMhXX33l/vM333zj8XVt5eXlWrJkierXr+/EaAAAAD7PkQBs06aNXC6XXC5XlS/1BgcH67//+78dmAwAAMD3ORKA+fn5MsaocePGWr9+vcLDw93rAgICFBER4fEVbQAAALhyHAnAhg0bSpLH17ABAADAOxz/RdA7duzQypUrdeDAgUpBmJGR4dBUAAAAvsvRAJw1a5aGDx+usLAwRUVFyeVyude5XC4CEAAA4CpwNABfeOEFvfjii3z/LgAAgBc5+nsAf/zxR913331OjgAAAGAdRwPwvvvu07Jly5wcAQAAwDqOvgR80003afTo0fr888/VsmVLVa9e3WP9iBEjHJoMAADAdzkagDNnzlTNmjW1atUqrVq1ymOdy+UiAAEAAK4CRwMwPz/f,2020-12-02T22:39:53.054Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000000-b14f8d1d-67c0-4895-b0cb-b3206cd34dea,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:53.342829616Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,sentences tokenized,2020-12-02T22:39:42.344Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000003-b14f8d1d-67c0-4895-b0cb-b3206cd34dea,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:53.342829616Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,after dwnloading punkt,2020-12-02T22:39:42.341Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000002-b14f8d1d-67c0-4895-b0cb-b3206cd34dea,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:53.342829616Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,ERROR,[nltk_data]   Package punkt is already up-to-date!,2020-12-02T22:39:42.341Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000001-b14f8d1d-67c0-4895-b0cb-b3206cd34dea,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:52.322844609Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,ERROR,[nltk_data] Downloading package punkt to /tmp/nltk_data...,2020-12-02T22:39:42.341Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000000-b14f8d1d-67c0-4895-b0cb-b3206cd34dea,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:52.322844609Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,text preporcessed,2020-12-02T22:39:42.341Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000000-d8fb0cb1-417f-46e0-9013-c630f1a63f43,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:52.322844609Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,inside sent word function,2020-12-02T22:39:42.225Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000000-16c85c04-9c38-42ed-b21b-e557d8d5ce12,x750rp38v82t,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:52.322844609Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:39:42.221372011Z,projects/cc-mapreduce/traces/6abeff2cecbcc3086a5031e5fa86c64c
000000-7eec1c39-3f1d-46f7-aa12-43bcdb38a23f,x750fc0mb61p,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:37:43.457374856Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 11 ms, finished with status code: 200",2020-12-02T22:37:32.475236616Z,projects/cc-mapreduce/traces/63a5f9f1ea2da46999042d4886a03b79
000001-999a33bf-235e-4e65-bf9a-932f41f1e617,x750fc0mb61p,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:37:43.457374856Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,inside sent word function,2020-12-02T22:37:32.473Z,projects/cc-mapreduce/traces/63a5f9f1ea2da46999042d4886a03b79
000000-43103efd-6f50-4aae-ba0c-0594ee07ac0b,x750fc0mb61p,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:37:43.457374856Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,using cache,2020-12-02T22:37:32.473Z,projects/cc-mapreduce/traces/63a5f9f1ea2da46999042d4886a03b79
000000-9967e0b5-2f56-4f39-8099-06ce6c20554e,x750fc0mb61p,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:37:43.457374856Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:37:32.464833096Z,projects/cc-mapreduce/traces/63a5f9f1ea2da46999042d4886a03b79
000000-0d6ce4c1-6177-4bb0-b830-562ee8ebe116,x7500tnw6soz,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:38.221572802Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 5331 ms, finished with status code: 200",2020-12-02T22:36:33.149970621Z,projects/cc-mapreduce/traces/f8a384e84636cdc2fb65aae830b651d0
000000-fd897068-9d5b-4050-8624-70afd8ec206f,x7500tnw6soz,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:38.221572802Z,convert-sentence,cc-mapreduce,us-central1,cloud_function,INFO,response from histogram iVBORw0KGgoAAAANSUhEUgAAAoAAAAHgCAYAAAA10dzkAAAAOXRFWHRTb2Z0d2FyZQBNYXRwbG90bGliIHZlcnNpb24zLjMuMywgaHR0cHM6Ly9tYXRwbG90bGliLm9yZy/Il7ecAAAACXBIWXMAAA9hAAAPYQGoP6dpAAA480lEQVR4nO3df1zW9b3/8SegIKgXDBUuSDG1UklRM8OrpvMoE83j0aNrZSxpefTksFaUedjNGfaLVm22mmntNG1nuVpb1rTyZ4mVaEaZpI6po7DJBU0D1AIE3t8/+vq5dSkaGVwXF+/H/Xb73G583u/39fm8PnxCnr0/PwgxxhgBAADAGqGBLgAAAAD+RQAEAACwDAEQAADAMgRAAAAAyxAAAQAALEMABAAAsAwBEAAAwDIEQAAAAMsQAAEAACxDAAQAALAMARAAAMAyBEAAAADLEAABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALEMABAAAsAwBEAAAwDIEQAAAAMsQAAEAACxDAAQAALAMARAAAMAyBEAAAADLEAABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALEMABAAAsAwBEAAAwDIEQAAAAMsQAAEAACxDAAQAALAMARAAAMAyBEAAAADLEAABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALEMABAAAsAwBEAAAwDIEQAAAAMsQAAEAACxDAAQAALAMARAAAMAyBEAAAADLEAABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALEMABAAAsAwBEAAAwDIEQAAAAMt0CHQBwayxsVGHDx9W165dFRISEuhyAABAMxhjdOzYMSUmJio01M65MALgt3D48GH16tUr0GUAAIDzcOjQIfXs2TPQZQQEAfBb6Nq1q6Qv/wNyuVwBrgYAADRHdXW1evXq5fwetxEB8Fs4ddnX5XIRAAEACDI2375l54VvAAAAixEAAQAALEMABAAAsAwBEAAAwDIEQAAAAMsQAAEAACxDAAQAALAMARAAAMAyBEAAAADLEAABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALNMh0AWgheVGN9FW5f86AABAm8UMIAAAgGUIgAAAAJYhAAIAAFiGAAgAAGAZAiAAAIBlCIAAAACWIQACAABYhgAIAABgGQIgAACAZQiAAAAAliEAAgAAWIYACAAAYBkCIAAAgGUIgAAAAJYhAAIAAFiGAAgAAGAZAiAAAIBl2kUAfPDBBxUSEqLbbrvNaaupqVFWVpa6deumLl26aPr06SovL/f5XGlpqSZNmqSoqCjFxcVp/vz5qq+v93P1AAAA/hX0AXDnzp168sknlZKS4tN+++23a82aNXrhhReUn5+vw4cPa9q0aU5/Q0ODJk2apLq6Om3btk3PPPOMVq5cqUWLFvn7EAAAAPwqqAPg8ePHlZGRod/+9rf6zne+47RXVVXp6aef1q9+9SuNHTtWw4cP14oVK7Rt2zZt375dkrRhwwbt3btXf/jDHzR06FBNnDhR9957r5YuXaq6urpAHRIAAECrC+oAmJWVpUmTJiktLc2nvbCwUCdPnvRpHzBggJKSklRQUCBJKigo0ODBgxUfH++MSU9PV3V1tfbs2dPk/mpra1VdXe2zAAAABJsOgS7gfD333HN67733tHPnzjP6vF6vwsPDFRMT49MeHx8vr9frjPlq+DvVf6qvKXl5eVq8eHELVA8AABA4QTkDeOjQIf30pz/Vs88+q06dOvltvzk5OaqqqnKWQ4cO+W3fAAAALSUoA2BhYaEqKip02WWXqUOHDurQoYPy8/P12GOPqUOHDoqPj1ddXZ0qKyt9PldeXi632y1JcrvdZzwVfGr91JjTRUREyOVy+SwAAADBJigD4Lhx41RUVKRdu3Y5y+WXX66MjAzn644dO2rz5s3OZ4qLi1VaWiqPxyNJ8ng8KioqUkVFhTNm48aNcrlcSk5O9vsxAQAA+EtQ3gPYtWtXDRo0yKetc+fO6tatm9M+a9YsZWdnKzY2Vi6XS7fccos8Ho9GjhwpSRo/frySk5N1ww036KGHHpLX69XChQuVlZWliIgIvx8TAACAvwRlAGyOJUuWKDQ0VNOnT1dtba3S09P1xBNPOP1hYWFau3at5s6dK4/Ho86dOyszM1P33HNPAKsGAABofSHGGBPoIoJVdXW1oqOjVVVV1XbuB8yNbqKtyv91AADQRrXJ399+FpT3AAIAAOD8EQABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALEMABAAAsAwBEAAAwDIEQAAAAMsQAAEAACxDAAQAALAMARAAAMAyBEAAAADLEAABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALEMABAAAsAwBEAAAwDIEQAAAAMsQAAEAACxDAAQAALAMARAAAMAyBEAAAADLEAABAAAsQwAEAACwDAEQAADAMgRAAAAAyxAAAQAALBOUAXDZsmVKSUmRy+WSy+WSx+PRa6+95vSPGTNGISEhPsvNN9/ss43S0lJNmjRJUVFRiouL0/z581VfX+/vQwEAAPC7DoEu4Hz07NlTDz74oC6++GIZY/TMM89oypQpev/993XppZdKkmbPnq177rnH+UxUVJTzdUNDgyZNmiS3261t27aprKxMM2fOVMeOHfXAAw/4/XgAAAD8KSgD4OTJk33W77//fi1btkzbt293AmBUVJTcbneTn9+wYYP27t2rTZs2KT4+XkOHDtW9996rBQsWKDc3V+Hh4a1+DAAAAIESlJeAv6qhoUHPPfecTpw4IY/H47Q/++yz6t69uwYNGqScnBx9/vnnTl9BQYEGDx6s+Ph4py09PV3V1dXas2ePX+sHAADwt6CcAZSkoqIieTwe1dTUqEuXLlq9erWSk5MlSddff7169+6txMRE7d69WwsWLFBxcbFefPFFSZLX6/UJf5Kcda/Xe9Z91tbWqra21lmvrq5u6cMCAABodUEbAPv3769du3apqqpKf/7zn5WZman8/HwlJydrzpw5zrjBgwcrISFB48aN08GDB9WvX7/z3mdeXp4WL17cEuUDAAAETNAGwPDwcF100UWSpOHDh2vnzp369a9/rSeffPKMsampqZKkAwcOqF+/fnK73XrnnXd8xpSXl0vSWe8blKScnBxlZ2c769XV1erVq9e3PpY2KTe6ibYq/9cBAABaXNDfA3hKY2Ojz+XZr9q1a5ckKSEhQZLk8XhUVFSkiooKZ8zGjRvlcrmcy8hNiYiIcF49c2oBAAAINkE5A5iTk6OJEycqKSlJx44d06pVq7RlyxatX79eBw8e1KpVq3T11VerW7du2r17t26//XaNHj1aKSkpkqTx48crOTlZN9xwgx566CF5vV4tXLhQWVlZioiICPDRAQAAtK6gDIAVFRWaOXOmysrKFB0drZSUFK1fv17f//73dejQIW3atEmPPvqoTpw4oV69emn69OlauHCh8/mwsDCtXbtWc+fOlcfjUefOnZWZmenz3kAAAID2KsQYYwJdRLCqrq5WdHS0qqqqAnc5uKl79c4Ycx737nEPIACgnWoTv78DrN3cAwgAAIDmIQACAABYhgAIAABgGQIgAACAZQiAAAAAliEAAgAAWIYACAAAYBkCIAAAgGUIgAAAAJYhAAIAAFiGAAgAAGAZAiAAAIBlCIAAAACWIQACAABYhgAIAABgGQIgAACAZQiAAAAAliEAAgAAWIYACAAAYBkCIAAAgGUIgAAAAJYhAAIAAFiGAAgAAGAZAiAAAIBlCIAAAACWIQACAABYhgAIAABgGQIgAACAZQiAAAAAliEAAgAAWCYoA+CyZcuUkpIil8sll8slj8ej1157zemvqalRVlaWunXrpi5dumj69OkqLy/32UZpaakmTZqkqKgoxcXFaf78+aqvr/f3oQAAAPhdUAbAnj176sEHH1RhYaHeffddjR07VlOmTNGePXskSbfffrvWrFmjF154Qfn5+Tp8+LCmTZvmfL6hoUGTJk1SXV2dtm3bpmeeeUYrV67UokWLAnVIAAAAfhNijDGBLqIlxMbG6uGHH9YPfvAD9ejRQ6tWrdIPfvADSdLf/vY3DRw4UAUFBRo5cqRee+01/fu//7sOHz6s+Ph4SdLy5cu1YMECffrppwoPD2/WPqurqxUdHa2qqiq5XK5WO7Zzyo1uxpiqltnu+WwHAIA2pk38/g6woJwB/KqGhgY999xzOnHihDwejwoLC3Xy5EmlpaU5YwYMGKCkpCQVFBRIkgoKCjR48GAn/ElSenq6qqurnVlEAACA9qpDoAs4X0VFRfJ4PKqpqVGXLl20evVqJScna9euXQoPD1dMTIzP+Pj4eHm9XkmS1+v1CX+n+k/1nU1tba1qa2ud9erq6hY6GgAAAP8J2hnA/v37a9euXdqxY4fmzp2rzMxM7d27t1X3mZeXp+joaGfp1atXq+4PAACgNQRtAAwPD9dFF12k4cOHKy8vT0OGDNGvf/1rud1u1dXVqbKy0md8eXm53G63JMntdp/xVPCp9VNjmpKTk6OqqipnOXToUMseFAAAgB8EbQA8XWNjo2prazV8+HB17NhRmzdvdvqKi4tVWloqj8cjSfJ4PCoqKlJFRYUzZuPGjXK5XEpOTj7rPiIiIpxXz5xaAAAAgk1Q3gOYk5OjiRMnKikpSceOHdOqVau0ZcsWrV+/XtHR0Zo1a5ays7MVGxsrl8ulW265RR6PRyNHjpQkjR8/XsnJybrhhhv00EMPyev1auHChcrKylJERESAjw4AAKB1BWUArKio0MyZM1VWVqbo6GilpKRo/fr1+v73vy9JWrJkiUJDQzV9+nTV1tYqPT1dTzzxhPP5sLAwrV27VnPnzpXH41Hnzp2VmZmpe+65J1CHBAAA4Dft5j2AgdAm3iPEewABAPhG2sTv7wBrN/cAAgAAoHkIgAAAAJYh,2020-12-02T22:36:33.147Z,projects/cc-mapreduce/traces/f8a384e84636cdc2fb65aae830b651d0
