insertId,labels.execution_id,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.resource,protoPayload.authorizationInfo.resourceAttributes,protoPayload.methodName,protoPayload.request.@type,protoPayload.request.function.availableMemoryMb,protoPayload.request.function.entryPoint,protoPayload.request.function.httpsTrigger,protoPayload.request.function.ingressSettings,"protoPayload.request.function.labels.""deployment-tool""",protoPayload.request.function.name,protoPayload.request.function.runtime,protoPayload.request.function.serviceAccountEmail,protoPayload.request.function.sourceUploadUrl,protoPayload.request.function.timeout,protoPayload.request.updateMask,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes.auth,protoPayload.requestMetadata.requestAttributes.time,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
000000-388ce51a-f5f8-42c1-82b9-ace26c47e00c,cjp1wrovj1bb,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:55.907855403Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,"Generating new fontManager, this may take some time...",2020-12-02T22:39:47.434Z,projects/cc-mapreduce/traces/52faa1a95c8fc8aaef3fc913698f1ef2
000000-53f84571-cf2d-41ff-9582-5688b32db527,cjp1wrovj1bb,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:55.907855403Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T22:39:45.085Z,projects/cc-mapreduce/traces/52faa1a95c8fc8aaef3fc913698f1ef2
000000-afad5314-d782-4e26-b53d-28d0dd5bf2ea,cjp1wrovj1bb,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:39:55.907855403Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:39:45.075955948Z,projects/cc-mapreduce/traces/52faa1a95c8fc8aaef3fc913698f1ef2
000000-c58a1cea-cfd0-44a8-a8c4-1836e7a8e586,ha437zxsck21,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:39.925822734Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 3404 ms, finished with status code: 200",2020-12-02T22:36:33.126467783Z,projects/cc-mapreduce/traces/9961db28a5c9853d489c2b48a6cf0a0a
000003-6446833b-5fa6-4c03-bf92-7f50a33afa2e,ha437zxsck21,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:39.925822734Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of lines:  297,2020-12-02T22:36:29.729Z,projects/cc-mapreduce/traces/9961db28a5c9853d489c2b48a6cf0a0a
000002-6446833b-5fa6-4c03-bf92-7f50a33afa2e,ha437zxsck21,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:39.925822734Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of words: 5348,2020-12-02T22:36:29.729Z,projects/cc-mapreduce/traces/9961db28a5c9853d489c2b48a6cf0a0a
000001-6446833b-5fa6-4c03-bf92-7f50a33afa2e,ha437zxsck21,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:39.925822734Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,get url,2020-12-02T22:36:29.729Z,projects/cc-mapreduce/traces/9961db28a5c9853d489c2b48a6cf0a0a
000000-35a6e828-8058-4e40-9edf-5224f254a26b,ha437zxsck21,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:39.925822734Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T22:36:29.729Z,projects/cc-mapreduce/traces/9961db28a5c9853d489c2b48a6cf0a0a
000000-3e80eb5f-c52c-4d13-96ad-5eb3dc16ec70,ha437zxsck21,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:36:39.925822734Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:36:29.723016008Z,projects/cc-mapreduce/traces/9961db28a5c9853d489c2b48a6cf0a0a
000000-89207988-3608-4af5-a6a4-5daad4826e98,ha430x3to3x8,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:33:09.733400608Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 3256 ms, finished with status code: 200",2020-12-02T22:33:02.517128594Z,projects/cc-mapreduce/traces/50a2ae3553235f1677c0cca2ea96632f
000001-0d64a486-2f8b-4de7-9cc5-f5c9a0ea16e9,ha430x3to3x8,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:33:09.733400608Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of lines:  4741,2020-12-02T22:32:59.268Z,projects/cc-mapreduce/traces/50a2ae3553235f1677c0cca2ea96632f
000000-0d64a486-2f8b-4de7-9cc5-f5c9a0ea16e9,ha430x3to3x8,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:33:09.733400608Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of words: 124423,2020-12-02T22:32:59.268Z,projects/cc-mapreduce/traces/50a2ae3553235f1677c0cca2ea96632f
000000-0d64a486-2f8b-4de7-9cc5-f5c9a0ea16e9,ha430x3to3x8,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:33:09.733400608Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,get url,2020-12-02T22:32:59.266Z,projects/cc-mapreduce/traces/50a2ae3553235f1677c0cca2ea96632f
000000-257818f4-a123-42ed-b79c-df9f77d70e0c,ha430x3to3x8,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:33:09.733400608Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T22:32:59.265Z,projects/cc-mapreduce/traces/50a2ae3553235f1677c0cca2ea96632f
000000-2dec9467-86f8-4417-a336-8d89e49a3c54,ha430x3to3x8,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:33:09.733400608Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:32:59.261998150Z,projects/cc-mapreduce/traces/50a2ae3553235f1677c0cca2ea96632f
000000-ad219406-8d7a-4283-9f82-1eb9437a5c3d,ha43s96z3scq,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:31:39.962253195Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 6892 ms, finished with status code: 200",2020-12-02T22:31:36.264547230Z,projects/cc-mapreduce/traces/3217cf52d62fcb7a22cf82b65310ebe7
000001-1c55a88c-dfd0-46ef-8efe-75175d03291e,ha43s96z3scq,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:31:39.962253195Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of lines:  4741,2020-12-02T22:31:34.818Z,projects/cc-mapreduce/traces/3217cf52d62fcb7a22cf82b65310ebe7
000000-1c55a88c-dfd0-46ef-8efe-75175d03291e,ha43s96z3scq,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:31:39.962253195Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of words: 124423,2020-12-02T22:31:34.818Z,projects/cc-mapreduce/traces/3217cf52d62fcb7a22cf82b65310ebe7
000000-d5850e8e-bb48-4135-808f-eb2c785e4d48,ha43s96z3scq,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:31:39.962253195Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,get url,2020-12-02T22:31:34.811Z,projects/cc-mapreduce/traces/3217cf52d62fcb7a22cf82b65310ebe7
000000-afef3667-6339-4147-b797-571e37917a38,ha43s96z3scq,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:31:39.962253195Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,"Generating new fontManager, this may take some time...",2020-12-02T22:31:31.593Z,projects/cc-mapreduce/traces/3217cf52d62fcb7a22cf82b65310ebe7
000000-12a6c6fc-1ac9-474a-89e6-fe67386a25fe,ha43s96z3scq,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:31:39.962253195Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T22:31:29.380Z,projects/cc-mapreduce/traces/3217cf52d62fcb7a22cf82b65310ebe7
000000-c0b821d2-718b-45d7-bb27-d9b7fab6e120,ha43s96z3scq,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:31:39.962253195Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:31:29.373074088Z,projects/cc-mapreduce/traces/3217cf52d62fcb7a22cf82b65310ebe7
000000-823af882-9ca4-404a-a328-046004e279b8,li5eewyc0lv0,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:16:01.220385477Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 6559 ms, finished with status code: 200",2020-12-02T22:15:56.974692442Z,projects/cc-mapreduce/traces/6aeb18ed12f076deabd76be1fb8a457e
000001-01443723-37f0-46ab-a3e3-730dceb0e15b,li5eewyc0lv0,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:16:01.220385477Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of lines:  297,2020-12-02T22:15:55.560Z,projects/cc-mapreduce/traces/6aeb18ed12f076deabd76be1fb8a457e
000000-01443723-37f0-46ab-a3e3-730dceb0e15b,li5eewyc0lv0,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:16:01.220385477Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of words: 5348,2020-12-02T22:15:55.560Z,projects/cc-mapreduce/traces/6aeb18ed12f076deabd76be1fb8a457e
000000-087c101d-afdf-4321-9aa0-b4086b44d3ac,li5eewyc0lv0,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:16:01.220385477Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,get url,2020-12-02T22:15:55.559Z,projects/cc-mapreduce/traces/6aeb18ed12f076deabd76be1fb8a457e
000000-c0a026cf-5b7d-4029-bb38-c85e8b678990,li5eewyc0lv0,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:16:01.220385477Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,"Generating new fontManager, this may take some time...",2020-12-02T22:15:52.672Z,projects/cc-mapreduce/traces/6aeb18ed12f076deabd76be1fb8a457e
000000-d0853cbc-177d-4a5a-aec9-baa9db212116,li5eewyc0lv0,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:16:01.220385477Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T22:15:50.424Z,projects/cc-mapreduce/traces/6aeb18ed12f076deabd76be1fb8a457e
000000-3acda9f2-ee7c-49f1-9835-a6de2cae520e,li5eewyc0lv0,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T22:16:01.220385477Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:15:50.416515820Z,projects/cc-mapreduce/traces/6aeb18ed12f076deabd76be1fb8a457e
000000-e72cc426-f8a8-4ffb-b835-5f39e156bb09,1be6413ko7jo,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:30:58.481166921Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 3936 ms, finished with status code: 200",2020-12-02T21:30:52.017315012Z,projects/cc-mapreduce/traces/1dd4d86b176bc3480ff43abdd4d30fde
000001-f3d94b2d-2e37-4577-95fa-64b56cb3843f,1be6413ko7jo,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:30:58.481166921Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of lines:  4741,2020-12-02T21:30:48.088Z,projects/cc-mapreduce/traces/1dd4d86b176bc3480ff43abdd4d30fde
000000-f3d94b2d-2e37-4577-95fa-64b56cb3843f,1be6413ko7jo,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:30:58.481166921Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of words: 124423,2020-12-02T21:30:48.088Z,projects/cc-mapreduce/traces/1dd4d86b176bc3480ff43abdd4d30fde
000000-f3d94b2d-2e37-4577-95fa-64b56cb3843f,1be6413ko7jo,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:30:58.481166921Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,get url,2020-12-02T21:30:48.085Z,projects/cc-mapreduce/traces/1dd4d86b176bc3480ff43abdd4d30fde
000000-ed0e4039-4c0c-44a9-afb2-86b12a12b1d5,1be6413ko7jo,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:30:58.481166921Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T21:30:48.084Z,projects/cc-mapreduce/traces/1dd4d86b176bc3480ff43abdd4d30fde
000000-893b5478-6077-4356-aa47-35ea682dbc6c,1be6413ko7jo,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:30:58.481166921Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T21:30:48.081822735Z,projects/cc-mapreduce/traces/1dd4d86b176bc3480ff43abdd4d30fde
000000-c96e0459-892b-4896-9174-a3be10d185f2,1be65r6k8dwg,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:28:34.409937351Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 3440 ms, finished with status code: 200",2020-12-02T21:28:27.606536179Z,projects/cc-mapreduce/traces/6e6e2837eb9f4f032eed3b36b1a018db
000001-e0b251fe-d26d-483b-8acd-d48de22f9f89,1be65r6k8dwg,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:28:34.409937351Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of lines:  297,2020-12-02T21:28:24.172Z,projects/cc-mapreduce/traces/6e6e2837eb9f4f032eed3b36b1a018db
000000-e0b251fe-d26d-483b-8acd-d48de22f9f89,1be65r6k8dwg,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:28:34.409937351Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of words: 5348,2020-12-02T21:28:24.172Z,projects/cc-mapreduce/traces/6e6e2837eb9f4f032eed3b36b1a018db
000001-e0b251fe-d26d-483b-8acd-d48de22f9f89,1be65r6k8dwg,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:28:34.409937351Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,get url,2020-12-02T21:28:24.171Z,projects/cc-mapreduce/traces/6e6e2837eb9f4f032eed3b36b1a018db
000000-9713899b-3035-43cd-94c2-d8cc5e654675,1be65r6k8dwg,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:28:34.409937351Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T21:28:24.171Z,projects/cc-mapreduce/traces/6e6e2837eb9f4f032eed3b36b1a018db
000000-5d174d85-859f-4de5-b3fa-ff046c70632e,1be65r6k8dwg,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:28:34.409937351Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T21:28:24.166628440Z,projects/cc-mapreduce/traces/6e6e2837eb9f4f032eed3b36b1a018db
000000-f8e9289a-9b18-4fc0-8a50-285658d01734,1be6do0wxjdc,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:26:11.246571646Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,"Function execution took 3529 ms, finished with status code: 200",2020-12-02T21:26:04.008949711Z,projects/cc-mapreduce/traces/834ce6cd2018a7743eddab73bcd6911f
000002-bd60764b-2de4-418b-94e3-ba6272142e68,1be6do0wxjdc,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:26:11.246571646Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of lines:  750,2020-12-02T21:26:00.501Z,projects/cc-mapreduce/traces/834ce6cd2018a7743eddab73bcd6911f
000001-bd60764b-2de4-418b-94e3-ba6272142e68,1be6do0wxjdc,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:26:11.246571646Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,number of words: 7608,2020-12-02T21:26:00.501Z,projects/cc-mapreduce/traces/834ce6cd2018a7743eddab73bcd6911f
000000-bd60764b-2de4-418b-94e3-ba6272142e68,1be6do0wxjdc,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:26:11.246571646Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,get url,2020-12-02T21:26:00.501Z,projects/cc-mapreduce/traces/834ce6cd2018a7743eddab73bcd6911f
000000-6fefdd79-a786-44d7-9ab7-61ee39db64d1,1be6do0wxjdc,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:26:11.246571646Z,histogram,cc-mapreduce,us-central1,cloud_function,INFO,inside histogram,2020-12-02T21:26:00.500Z,projects/cc-mapreduce/traces/834ce6cd2018a7743eddab73bcd6911f
000000-afdbe7d4-4259-4cac-9aa3-5a196c778fcc,1be6do0wxjdc,projects/cc-mapreduce/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02T21:26:11.246571646Z,histogram,cc-mapreduce,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T21:26:00.480424633Z,projects/cc-mapreduce/traces/834ce6cd2018a7743eddab73bcd6911f
